Run,Success,Crashed,RMSE_X,RMSE_Y,RMSE_Z,RMSE_Vx,RMSE_Vy,RMSE_Vz,RMSE_Phi,RMSE_Theta,RMSE_Psi,RMSE_p,RMSE_q,RMSE_r
79,1,0,0.000173702434056619,0.0284977570975848,2.62639999757393e-05,1.99885932523324e-13,1.04444377739236e-14,3.30555545528072e-14,0.00138884969899877,1.36119402958703e-05,2.56754213786369e-16,2.5311275068862e-12,4.09194026521079e-15,3.88068262766307e-14
80,1,0,0.000173702433235052,0.0284977570975865,2.62639999757393e-05,8.64258309638934e-13,7.66518732413634e-15,3.3045240861377e-14,0.00138884969899874,1.36119403119296e-05,2.56619255326326e-16,2.52952102676165e-12,1.69480176768307e-14,3.87810113904247e-14
81,1,0,0.000173702431968307,0.0284977570975906,2.62639999757393e-05,2.50501084518494e-12,1.40516588829498e-15,3.30317473035232e-14,0.00138884969899863,1.36119403366913e-05,2.57122586583496e-16,2.52964823374641e-12,4.89889924571248e-14,3.87834595143776e-14
82,1,0,0.00017370243231965,0.0284977570975954,2.62640000361362e-05,2.04963426534605e-12,7.09766730017494e-15,3.27481929210164e-14,0.00138884969899849,1.36119403298228e-05,2.56851655830387e-16,2.52938168706112e-12,4.00941262658892e-14,3.87777711059147e-14
83,1,0,0.00017370243407766,0.0284977570976018,2.62640000361362e-05,2.27126989636031e-13,1.75942216198682e-14,3.27354604834512e-14,0.00138884969899959,1.36119402954592e-05,2.56977640697692e-16,2.53073610058704e-12,4.59297419672043e-15,3.87995018681821e-14
84,1,0,0.00017370243401888,0.0284977570975793,2.62639999757393e-05,1.50969329583621e-13,1.94809763018128e-14,3.30448597271248e-14,0.00138884969899893,1.36119402966078e-05,2.56440333090169e-16,2.52783301062069e-12,3.23025352173745e-15,3.87559538331183e-14
85,1,0,0.000173702433984807,0.028497757097586,2.62639999775165e-05,1.06816630622769e-13,8.44448575234076e-15,3.11114377547189e-14,0.00138884969899875,1.36119402972751e-05,2.56278595338882e-16,2.52652980730784e-12,2.45452252705152e-15,3.87363767734101e-14
86,1,0,0.000173702435201452,0.0284977570975917,2.62640000361362e-05,1.68265018551122e-12,1.39386256352598e-15,3.2741704105853e-14,0.00138884969899859,1.36119402734928e-05,2.57260535061044e-16,2.53212196581867e-12,3.29191163140674e-14,3.88226734297792e-14
87,1,0,0.000173702432700187,0.0284977570975928,2.62640000325834e-05,1.55700692615819e-12,3.04434416809091e-15,2.88786209131213e-14,0.00138884969899855,1.36119403223845e-05,2.57165539937459e-16,2.53367968886126e-12,3.04513875356988e-14,3.88451799084313e-14
88,1,0,0.000173702435304386,0.0284977570976063,2.62640000361362e-05,1.81636223326992e-12,2.48826355448477e-14,3.27253152397169e-14,0.0013888496989982,1.36119402714796e-05,2.56783878304637e-16,2.52704362327874e-12,3.55249832092341e-14,3.874517873896e-14
89,1,0,0.000173702432171921,0.0284977570975869,2.62639999757393e-05,2.24124105614565e-12,6.98855644895812e-15,3.30385534168888e-14,0.00138884969899872,1.36119403327106e-05,2.56989068997155e-16,2.52931694144261e-12,4.38405509444427e-14,3.87778640822357e-14
90,1,0,0.000173702428906414,0.0284977570975807,2.62639999757393e-05,6.46949472333854e-12,1.71765618890684e-14,3.30167591699079e-14,0.00138884969899889,1.36119403965418e-05,2.60474805426601e-16,2.52808398570604e-12,1.26467616480018e-13,3.87580569486755e-14
